timestamp (UTC),sensor_id,avg_humidity,avg_temp
2022-12-01 00:00:00,3,0.7202500000000001,12.741666666666667
2022-12-01 01:00:00,3,0.7328333333333332,11.716666666666669
2022-12-01 02:00:00,3,0.7542499999999999,12.075
2022-12-01 03:00:00,3,0.7540833333333333,12.516666666666666
2022-12-01 04:00:00,3,0.7716666666666666,14.9
2022-12-01 05:00:00,3,0.7221666666666667,17.816666666666666
2022-12-01 06:00:00,3,0.6005833333333334,19.683333333333334
2022-12-01 07:00:00,3,0.5434166666666668,21.01666666666667
2022-12-01 08:00:00,3,0.4615,22.891666666666666
2022-12-01 09:00:00,3,0.3728333333333333,24.158333333333346
2022-12-01 10:00:00,3,0.3445,24.725
2022-12-01 11:00:00,3,0.311,25.40833333333333
2022-12-01 12:00:00,3,0.2882499999999999,24.966666666666665
2022-12-01 13:00:00,3,0.3108333333333333,24.133333333333336
2022-12-01 14:00:00,3,0.3529166666666667,22.85833333333333
2022-12-01 15:00:00,3,0.4224166666666666,21.000000000000004
2022-12-01 16:00:00,3,0.4887499999999999,19.741666666666667
2022-12-01 17:00:00,3,0.5209999999999999,18.925
2022-12-01 18:00:00,3,0.5685833333333333,18.775
2022-12-01 19:00:00,3,0.5959166666666667,18.208333333333336
2022-12-01 20:00:00,3,0.6309166666666666,16.866666666666664
2022-12-01 21:00:00,3,0.6854166666666667,14.933333333333335
2022-12-01 22:00:00,3,0.7056666666666667,13.291666666666666
2022-12-01 23:00:00,3,0.69925,13.066666666666665
2022-12-02 00:00:00,3,0.7361666666666666,12.016666666666666
2022-12-02 01:00:00,3,0.7647499999999999,11.066666666666668
2022-12-02 02:00:00,3,0.7905833333333335,10.408333333333331
2022-12-02 03:00:00,3,0.8124166666666667,10.025
2022-12-02 04:00:00,3,0.8040833333333334,13.308333333333332
2022-12-02 05:00:00,3,0.7414166666666667,16.941666666666666
2022-12-02 06:00:00,3,0.6332499999999999,19.19166666666667
2022-12-02 07:00:00,3,0.5382500000000001,21.2
2022-12-02 08:00:00,3,0.4677499999999999,22.71666666666667
2022-12-02 09:00:00,3,0.3731666666666667,24.183333333333334
2022-12-02 10:00:00,3,0.32075,25.066666666666663
2022-12-02 11:00:00,3,0.2901666666666667,25.641666666666666
2022-12-02 12:00:00,3,0.2915,24.86666666666667
2022-12-02 13:00:00,3,0.3186666666666666,23.90833333333333
